DatTim	Press	NevCT3
27.10.2017 18:00	986.85	1398.31
27.10.2017 19:00	986.836	1398.77
27.10.2017 20:00	986.557	1400.55
27.10.2017 21:00	986.197	1401.96
27.10.2017 22:00	985.917	1401.41
27.10.2017 23:00	985.524	1401.34
28.10.2017 00:00	985.174	1401.79
28.10.2017 01:00	985.116	1402.38
28.10.2017 02:00	984.794	1401.59
28.10.2017 03:00	984.266	1404.19
28.10.2017 04:00	984.039	1405.09
28.10.2017 05:00	984.097	1403.77
28.10.2017 06:00	984.089	1404.51
28.10.2017 07:00	983.817	1405.05
28.10.2017 08:00	983.757	1405.17
28.10.2017 09:00	983.436	1405.58
28.10.2017 10:00	983.041	1407.37
28.10.2017 11:00	982.594	1408.2
28.10.2017 12:00	982.232	1408.86
28.10.2017 13:00	981.881	1410.44
28.10.2017 14:00	981.43	1412.2
28.10.2017 15:00	981.197	1415.03
28.10.2017 16:00	980.523	1414.78
28.10.2017 17:00	979.688	1418.16
28.10.2017 18:00	978.806	1420.35
28.10.2017 19:00	977.854	1422.36
28.10.2017 20:00	977.033	1424.73
28.10.2017 21:00	976.212	1426.4
28.10.2017 22:00	975.224	1428.24
28.10.2017 23:00	974.097	1432.81
29.10.2017 00:00	972.964	1434.74
29.10.2017 01:00	971.996	1439.02
29.10.2017 02:00	971.147	1441.28
29.10.2017 03:00	969.989	1443.1
29.10.2017 04:00	969.145	1444.69
29.10.2017 05:00	968.549	1448.43
29.10.2017 06:00	967.924	1449.58
29.10.2017 07:00	967.332	1452.05
29.10.2017 08:00	966.813	1451.08
29.10.2017 09:00	966.386	1453.99
29.10.2017 10:00	966.167	1456.08
29.10.2017 11:00	966.129	1455.4
29.10.2017 12:00	966.198	1454.62
29.10.2017 13:00	966.313	1452.84
29.10.2017 14:00	966.737	1453.29
29.10.2017 15:00	967.167	1449.83
29.10.2017 16:00	967.392	1450.9
29.10.2017 17:00	967.471	1449.45
